Comment,Rating
I appreciated the service and the quality of help that I received from the staff!!,5
I appreciated the service and the quality of help that I received from the staff!!,5
I appreciate what you do,5
I appreciate what you do,5
I appreciate what you do,5
I appreciate what these people do for childrens,5
"I appreciate the greeter person who let's you know if the business you have can be done on line or at the kiosk.  I needed to go in, but had I been able to process my request online, she would have saved me time. Very helpful. The staff was friendly and helpful with my transaction.",5
"I appreciate the extra layer of security that actually protects me. I will make sure to have two pieces of mail with me in addition to documents I had with me. Best regards, Douglas",5
"I applied for a marriage license, due to covid-19 the building stays lock and you put payments, completed forms or correspondence in a drop box. You call ahead. Once my paperwork was completed the clerk unlocks the door & hands you your completed paperwork in my case marriage certificate and I signed in front of her (she is also a notary).
I appreciate the Barre City, Clerk I'm a married Lady 💖",5
I am very satisfied with the professional manner in which the job was accomplished. Diane is a very polite person. She goes out of her way to make it happen.,5
I am very satisfied with the professional manner in which the job was accomplished. Diane is a very polite person. She goes out of her way to make it happen.,5
"I am very kind people, they take good care of everything, excellent",5
I am very irritated because they're taking people out of order here. Two of us have been waiting in line and yet one car just rolled right in. It is not...,2
"I am very impressed. Bravo! Puerto Rico, I hope, can translate this type of service to the other agencies.",5
"I am very impressed. Bravo! Puerto Rico, I hope, can translate this type of service to the other agencies.",5
I am very impressed with the service. After scheduling the appointment I went to the MDV and I spent no more than 10 minutes. Super easy and fast. I am thankful for the service improvement.,5
I am very impressed with the service. After scheduling the appointment I went to the MDV and I spent no more than 10 minutes. Super easy and fast. I am thankful for the service improvement.,5
"I am the property owner of 1802 Blanton St. Mr. Steve Grimes (DOT contractor) contracted a moving company to move a family displaced by the SE 540 project. This moving company knocked my mailbox down TWICE and attempted to hide the damage by jamming the box back into the ground and zip tying it. I have contacted Mr. Grimes multiple times with an unprofessional response of blaming it in the tenants moving in. This incident was witnessed by the new tenants, the neighbors, as well as the Real Estate Agent involved in the negotiations for rental. Mr. Steve Grimes has ignored requests for repair from myself as well as the above mentioned Real Estate Agent. In addition to the mailbox issue, the signed lease agreement stated 2 years of rent paid in full. Currently the tenants are in breach of the contract due to almost 30 days of waiting for payment from Mr. Grimes. Mr. Steve Grimes is the most boorish, rude, unprofessional representative of a State entity I have ever had to deal with.",1
"I am so unbelievably disappointed in the service I received today. I am trying to help a friend attain a non-drivers ID because it is required for life changing events being offered to her. When we last went there, we had provided inaccurate proofs. In which, I completely understand and did not revisit until I had the proofs that I was told could be acceptable. When I arrived today, the woman who assisted us displayed no skill in empathy, problem-solving, Descalating or compassion. This may not be her job role, but is her responsibility to ensure we are provided adequate service. If there was at least an ounce of empathy and understanding for the importance of this id for my friend (such as getting into shelters, accessing bank statements for benefits, the list goes on) I would have been able to handle the miscommunication that occurred from the previous staff. This woman was rude and far from helpful, rather she made the anxieties and frustration worse. Even as myself and my friend began to tear up, she continued to be unhelpful, unapologetic and disrespectful. I work in mental health, am aware of how busy everyone is BUT am disappointed in the lack of communication skills exhibited.",1
"I am so unbelievably disappointed in the service I received today. I am trying to help a friend attain a non-drivers ID because it is required for life changing events being offered to her. When we last went there, we had provided inaccurate proofs. In which, I completely understand and did not revisit until I had the proofs that I was told could be acceptable. When I arrived today, the woman who assisted us displayed no skill in empathy, problem-solving, Descalating or compassion. This may not be her job role, but is her responsibility to ensure we are provided adequate service. If there was at least an ounce of empathy and understanding for the importance of this id for my friend (such as getting into shelters, accessing bank statements for benefits, the list goes on) I would have been able to handle the miscommunication that occurred from the previous staff. This woman was rude and far from helpful, rather she made the anxieties and frustration worse. Even as myself and my friend began to tear up, she continued to be unhelpful, unapologetic and disrespectful. I work in mental health, am aware of how busy everyone is BUT am disappointed in the lack of communication skills exhibited.",1
"I am so thankful we found North Texas DPS Testing! First of all, Sarah is amazing! She communicates easily and gets stuff done quickly! My son had the best...",5
I am so thankful to the DMV team at Brook Road. I had an appointment and everyone was so very friendly and helpful. The facility was bright and had a cheery...,5
"I am so pleased with DMV cleaning service. They came and gave a free estimate for a deep clean and then monthly cleanings after. The prices are very fair. The house is clean from top to bottom there are no cobwebs and any of my corners, even on my very high ceilings. The windows are spotless. The floors are beautiful. The kitchen and bathrooms are pristine. No dust or dog hair anywhere in sight. Cleaning day will be my favorite day of the month going forward because my house will be all perfect all at the same time!",5
I am so glad that I read fellow Elite Jo Y.'s reviews.  They are full of information and appreciate the background of businesses.  She does such a thorough...,4
"I am so disappointed. 
Sign in online to get in when I walk in. I get a text message to go to 7 and the same min a message that I am no longer in line. 
I...",3
I am so disappointed on their system toward the foreigners that I'd like to share with all who resides here! To my experience I hope I can share the...,1
I am sitting in my car at 26 Jan 2021 8:46 AM for a Real ID  appointment that was to start at 8:30 AM and the door is still locked. It snowed about an inch...,2
I am really impressed with this tag agency. It is the second time I have been here and I'm always able to just wait a couple minutes for the customer in...,5
"i am posting my review here because Google is filtering the experiences that customers have faced.

Staff including the supervisor are rude and racist! And...",1
I am pondering on how to start this review of the ridiculousness of the business practices that is currently being ran at the Guam DMV. This is what I have...,1
"I am out of state military, originally from Oregon, and mailed in all the listed required documents to register my car 6 months ago. I was just told it will be at least another 5 weeks to process an additional document that 1) wasn’t listed under their required documents and 2) they lost the first time I sent it in. They never bothered to tell me they needed the document or that they lost it. I had to call and be on hold for over an hour before talking to someone who took 20 minutes to figure out what was going on. They are polite enough on the phone but it is clear that there is no desire to actually be helpful or fix their mistakes. They basically said your request now goes back to the end of the 5 week line. Why does it take 5 weeks to look at an additional document, check a box, and put the title/plates in the mail? I registered my other car in the state I am living in and was able to walk in and have everything taken care of in less than 10 minutes. I literally handed them the same basic documents and they handed me the plates and registration. I don’t know how Oregon has managed to make something that should be so basic and easy into something so painful and drawn out.  At this point they  have my title and have cashed my payment check and there is literally nothing I can do to undo the mistake of trusting them to do this basic function and nothing they will do to make up for their months of ineptitude.",1
"I am out of state military, originally from Oregon, and mailed in all the listed required documents to register my car 6 months ago. I was just told it will be at least another 5 weeks to process an additional document that 1) wasn’t listed under their required documents and 2) they lost the first time I sent it in. They never bothered to tell me they needed the document or that they lost it. I had to call and be on hold for over an hour before talking to someone who took 20 minutes to figure out what was going on. They are polite enough on the phone but it is clear that there is no desire to actually be helpful or fix their mistakes. They basically said your request now goes back to the end of the 5 week line. Why does it take 5 weeks to look at an additional document, check a box, and put the title/plates in the mail? I registered my other car in the state I am living in and was able to walk in and have everything taken care of in less than 10 minutes. I literally handed them the same basic documents and they handed me the plates and registration. I don’t know how Oregon has managed to make something that should be so basic and easy into something so painful and drawn out.  At this point they  have my title and have cashed my payment check and there is literally nothing I can do to undo the mistake of trusting them to do this basic function and nothing they will do to make up for their months of ineptitude.",1
"I am out of state military, originally from Oregon, and mailed in all the listed required documents to register my car 6 months ago. I was just told it will be at least another 5 weeks to process an additional document that 1) wasn’t listed under their required documents and 2) they lost the first time I sent it in. They never bothered to tell me they needed the document or that they lost it. I had to call and be on hold for over an hour before talking to someone who took 20 minutes to figure out what was going on. They are polite enough on the phone but it is clear that there is no desire to actually be helpful or fix their mistakes. They basically said your request now goes back to the end of the 5 week line. Why does it take 5 weeks to look at an additional document, check a box, and put the title/plates in the mail? I registered my other car in the state I am living in and was able to walk in and have everything taken care of in less than 10 minutes. I literally handed them the same basic documents and they handed me the plates and registration. I don’t know how Oregon has managed to make something that should be so basic and easy into something so painful and drawn out.  At this point they  have my title and have cashed my payment check and there is literally nothing I can do to undo the mistake of trusting them to do this basic function and nothing they will do to make up for their months of ineptitude.",1
I am not sure what is going to happen during the ❄️ coldest times & even when the temps are over 70 or when it's raining I would advocate that if the State doesn't want to run these satellite centres maybe afford the vendors with a larger building where folks can be accommodated comfortably with respect Citizens pay taxes and should be served as humanely as possible The staff @ this office are extremely important efficient and humble with great professionalism Let's upgrade this office the Population of Eagan is rising,5
I am not sure what is going to happen during the ❄️ coldest times & even when the temps are over 70 or when it's raining I would advocate that if the State doesn't want to run these satellite centres maybe afford the vendors with a larger building where folks can be accommodated comfortably with respect Citizens pay taxes and should be served as humanely as possible The staff @ this office are extremely important efficient and humble with great professionalism Let's upgrade this office the Population of Eagan is rising,5
"I am not pleased with this company.  I stayed at the Paris Hotel the week of March 21, 2021.  Waiting outside for a taxi and when it was my turn I got into...",1
I AM NOT GOOD WITH COMPUTER SYSTEMS  BUT I AM VERY HAPPY HOW THE NEW SYSTEM WORKS I WAS IN AND OUT NEW TABS AND   REGISTRATION DONE 14 MINUTES START TO FINISH,5
I AM NOT A FEMALE I AM A MALE and when I call you guys to schedule an appointment you guys don't even call me And I felt like I was rushed. You get out of there.,1
"I am new to Atlanta, GA so had to replace my Florida ID.  Unfortunately I had a come here a couple of times as I didn't have an appointment so the earliest...",5
I am my granddaughter came in at around 4:35 to get her an ID. They were great enough to help us out even though it was so close to closing time. I appreciate them being so kind to us. No matter where I live in the city I will always go there for their services,5
I am loving the new process for renewing tags and other services. Covid has changed how  everyone does business but in this case it works very well. You can...,5
"I am looking for a job I have experience of recycling work I cleanly clean the empty hall Trash cans, and I also manage the electrical system, I do all the recycling work",5
I am in love with all of this place! The people are extraordinary. The facility is clean and inviting. Well done NE.,5
I am in love with all of this place! The people are extraordinary. The facility is clean and inviting. Well done NE.,5
"I am impressed with the DMV in Lincoln. Even when they are busy, they do their best to get to everyone ASAP. It helps if you can go in the morning. I also...",5
"I am here now August 3rd,  I brought my 71 year old Mother  in to get her license  renewed and to the change over to Mississippi license.  This is our 3rd...",1
I am hard with five stars but this place have them all today! Nicest people ever work here. Service is amazing. They will listen and understand your request...,5
"I am grateful that I have a meditation practice and getting certified as a life coach so that I can find inner peace when working with government run businesses. The process can be smoother and less painful, but that is not the end goal of the MVA.  Please treat the employees kindly and respectfully, even when you do not feel it is mutual.  We are here to support one another.
That said, I've been to the White Oak location 2x and still not done. Breathe.",3
"I am going to write the review as I sit and wait. Look, I know the MVD is notoriously AWFUL. The place is usually packed, the staff is over worked, and it's...",1
I am going to say that my DMV experience was awesome and everyone was very helpful.  I was in their on an appointment and was done in 35 minutes with everything done.,5
I am dismayed at the negative reviews on this place. I have 3 teens and have had to get DL's for them any myself and wife. Easily one of the better DMV...,5
"I am disabled; Saudel Avril & AL-B were very pleasant, kind & accommodating at this location along with the staff the lines moved smoothly, fast, calm &...",5
"I am disabled and they have plenty of places to sit, they have a kiosk where you check in and get a number and then they call you up. They took very good care of me and were very nice. Excellent service and experience 👏.",5
"I am currently trying to get assistance from this organization for disputing an insurance bill that they quoted one price for but that price increased significantly after signing. The insurance company is pointing to the tag place for the error and the tag place is pointing back at them. Everytime I call to try and resolve the issue, I am being told that there are other customers that need assistance and that they'll call me back. So far, I have not gotten a call over the past three days. I continue to have to call and advocate for myself. I too am a customer. I gave this place money; both for tags as well as a down payment for the car insurance so I can't understand why they're treating me as if I've not spent my hard earned.",1
"I am currently sitting in the lobby, with 3 parties ahead of me. All I need is a replacement license. So far, I've signed in, filled out the form, and...",1
"I am blown away at the customer service! These ladies are full of smiles and very helpful! Even when I called them yesterday about the renewal ID process they seemed excited to help! I will most likely use this tag agency for years to come based on this one experience! Thank you So much for the wonderful yet speedy experience!
UPDATE** my ID came in 11 days! This tag agency is on top of their business! Highly recommend for getting license renewal quickly!",5
"I am an out of state home owner who lives 5 months a year in Michigan. I can not use the online the Watercraft registration system, the error message states...",1
I am an interpreter and have been along several ride-alongs for driver tests. There  is a nice middle-aged gentleman who gives driving tests but there is...,2
"I am A-MAZED that it only took me about 4 minutes to renew my drivers license.  As many do, I absolutely DREAD this task and put it off until the very last...",5
I am actually surprise about my visit to the DMV. I pulled up and there were a few people outside standing in line. I walked up and asked one of the staff...,5
"I am absolutely stunned here.  I am Active Duty Military and was completely disrespected by the representative. I left New York because of a permanent change of station and now work in Georgia.  New York suspended my license and registration without warning me, because I changed my Auto Policy to Georgia.

Upon notification of my suspension (6 months after the suspension!!!) I faxed all documents asked for by one of their reps and gave them a week.  I called back more than a week later and they rep REFUSED to help.  When I asked if she could check on the status, she responded with ""Is this a statement or question, because I'm going to move on to the next caller"".  I asked to speak her supervisor and she said ""they don't get on the phone"".  When I demanded to speak to a supervisor, she hung up on me.

Understand I pleaded with her to check on my status.  All I am trying to do remove the suspension, so I can register my cars in GA and get a license here because I will never return to NY.  I tried to explain I'm active duty and this is effecting me horribly. She did not care nor would she listen.  She just gave me attitude and hung up.

Does anyone know of a complaint department or way to report this person?  This is the worse kind of person.",1
I am absolutely disgusted. I have been standing in line since 4 pm for a 4:15 appointment in the 39 degree freezing rain. It is now 4:43 and I still have...,1
"I am a Maryland resident, I took a toll road once and in MD and was charged a $9 fee in the mail (ok seems simple). On another occasion I was in route to a...",1
"I am a fan of the Cuyahoga Falls License Bureau. I went here a total of three times, and each time I spent more time getting there than the time it took to...",4
"I am a 🇯🇲 Who is used to driving on the left side of the road so I was super scared to do my license here since I am not used to the right hand driving. Went to do my license today and was pleased with the service given. From the lady who took my information, sent me to computer 5 to sit my exam which I passed on my first attempt to the other lady who did my vision and road signs. I was then sent with examiner Spencer to do my driving test and it went smoothly. He was very pleasant and made me feel very comfortable driving. Everything was super fast and easy. I would recommend this place to anyone who need to get their license.",5
I always use this location. They know what they do and they have the correct answers for the questions.,5
"I always try to come to this DMV when updating my license or plates are due for a renewal.  While I haven't been pleased with the ones in Springfield, I can say I've only had positive experiences at the Republic branch.  Although it can be really busy at times, but the workers are nice and helpful.  This last time (June 2021), I was greeted at the door, and was in and out within 10 minutes (it would have been less, if I'd found my husband's insurance card- which he apparently keeps it in his wallet, so I had to download the insurance app on my phone).",5
I always had a great experience visiting this location. They are organized and everyone that I have worked with have been pleasant and patient. Even when there is a line it moves pretty fast.,5
"I always go out of my way to go here. Services are done in a timely manner, the customer service is quick and efficient. They also clean the chairs constantly before people sit down to prevent people from getting sick from germs.",4
I always go in scared and confused and then they help me way more than I expected. Excellent people. I am grateful for their hard work,5
I always go here for my emissions testing. They get it done super quick every time. And it is SO convenient that you can update your registration here!,5
I always dread when walking Into this place.  Not just because how long the lines are but watching how slow the clerks move.  Whats even more upset is when...,1
"I already had an appointment at the Sahara DMV in August, but needed to go to the DMV sooner for my vehicle title. Just on a whim, I searched the DMV...",5
"I almost walked out after entering the bureau today. So glad I didn't. Though the place was standing room only, the staff quickly and efficiently moved us through our business. Melissa assisted me and was very polite and professional. All staff were pleasant even though they probably saw a great number of people today and it was late in the day.",5
"I almost don't want to let the secret out, but this RMV is the best in the state. The service is quick and efficient. I brought a book to read and did not...",5
"I almost don't want to leave this review, as I will have to visit this office again and don't want people to find out that this office is run efficiently...",5
I agree with the other reviews. I was recommended going here because it would be a quick process but that's not the case. The front desk is horrible and she...,1
I agree with R.B.D.'s review that you dont need to bring your whole family. And saying please and thank you would smooth out the process. And do your...,4
"I agree with other posters while there are improvements to the building I.E. CENTRAL AIR or FANS , the staff are much friendlier than the average dmv employee.  Chairs I didn't notice any chairs some people are handicap and need to sit . Yes the line was long but let's be real people that is everywhere you go these days. The staff do not play around they get to you help you and keep structure in the process . That title clerk made sure she acknowledged every single person who walked in the door everyone! I only gave 3 stars due to the condition of the building , and the fact that the phone tree is broken; I digress these clerks deserve a raise to have to sit like that all day vs us being tortured for what one hour at the most . It took me 30 minutes with 5 people in front of me. To replace and notarize a title .",3
I agree that the Haverhill RMV is the easiest one to go to for many reasons. The fact that employees are pleasant and smile at the patrons is heart warming....,5
I actually went to the DMV to renew my handicap placard which happens to be part of this small strip mall. Did not check out other business. Seems to be nice though.,4
I actually was just calling for information...!!! Everything that was address was just flat out rude. The tone the cutting you off like your annoying her. I couldn't stand it any longer. I just hung up. Her approach made me consider another place.,2
I actually had a good experience at the MVA for once!? I was really pleasantly surprised with my experience at this location this week to get a new license...,4
"I actually enjoy going to this DMV. If you make an appointment, they have you in and out in no time. The building is beautiful with comfortable lighting. The workers are friendly and efficient. Every experience I've had here has been pleasant and smooth.",5
"I actually enjoy going to this DMV. If you make an appointment, they have you in and out in no time. The building is beautiful with comfortable lighting. The workers are friendly and efficient. Every experience I've had here has been pleasant and smooth.",5
I accidentally pressed the Unacceptable button on the rating of the lady that helped me at counter 12 because I thought it was one like how is your mood today but it was a rating of her! I would have hit the happiest one if I knew! I felt so bad. Also Judy at the photo center was lovely!! Great place. His Id was expired and they got him a new one in like 10 minutes total. At 11:30 Am on a Thursday. Wonderful!,5
"I absolutely loved this place, and just for the record I passed my test on the first try, God is good!!",4
"I absolutely love the Strongsville DMV. Always quick, courteous and efficient. Have gone there for 9 years and I’m always totally impressed. Makes doing the necessities enjoyable.",5
I absolutely love how this Branch handles their customers. I recently moved back home and the sheriff was so kind as well as Emily the clerk who helped me take care of my paperwork for what I needed. Everything was taken care of in a quick and accurate manner. Thanks guys!,5
I absolutely hate the people that work in DMV with a passion they mouth sooo smart and they very disrespectful and I ain't going for it you will talk to me...,1
"I absolutely hate going to this place.  Waiting here sometimes for 4 hours.  Most of the staff are cold, no patients, and scream ""next!"" before you have...",1
"I absolutely despise going to this place and cringe at the very thought of having to do so.
This place has the rudest clerks and customer service here is...",1
"I aaaallllmost hate writing this review, but I promised the ladies there I would. Why would I hate writing a 5 star review? Because this place is a hidden...",5
I  used it To re-register my car and December 2020 and it worked fine. It beats the lines at the DMV!,5
"I  stood in line over 2 hours to get my car registered from out of state. I had my registration from Las Vegas, my title, my bill of sale, my tax...",1
Hugo was very helpful and made my registration very smooth and fast.  Great attitude.,5
Hugo was very helpful and made my registration very smooth and fast.  Great attitude.,5
Hugo was very helpful and made my registration very smooth and fast.  Great attitude.,5
"Hugo is the best, very helpful,  and patient  , .great customer service.",5
"Hugo is the best, very helpful,  and patient  , .great customer service.",5
"Hugo is the best, very helpful,  and patient  , .great customer service.",5
"Hugo is the absolute best man he really takes his time and help u with any information u need need more people like him at all state agencies
Good character great personality",5
"Hugo is the absolute best man he really takes his time and help u with any information u need need more people like him at all state agencies
Good character great personality",5
"Hugo is the absolute best man he really takes his time and help u with any information u need need more people like him at all state agencies
Good character great personality",5
"HUGE WASTE OF TIME DUE TO LACK OF COMMUNICATION.
GO SOMEWHERE ELSE IF POSSIBLE.
Needed to register a vehicle and there was no openings due to pandemic at...",1
"https://elledmv.com/
managed by elle dmv   MO DOR just dropped the handle and gave it to elle who reduced staff and simply do not care    3 people for...",1
"http://www.dmv.nebraska.gov/

Visit this site.  Spare yourself and the DMV employees a lot of frustration.  

No one likes going to the DMV, but this is a...",4
"How was I supposed to know I needed an appointment ? On a brighter note, no one was waiting, so they let me in. That was the absolute fastest I've ever gotten a driver's license...20 minutes, in and out.",5
"How stupid!!! Wtf!!! I'm bringing my son to the dmv, he's a minor with autism. The lady refused to let me wait with him to help him through the process....",1
"How often do you ever leave a DMV location smiling and saying ""Wow?!"" What's the punchline you ask? Read on...

I'm hesitant to write such a glowing review...",5
How is it possible that a DMV runs this efficiently? It was an amazing experience compared to Mississippi and Louisiana DMVs. Thank you Nashville for doing this right. Ms. Denise was the best!!!,5
How is it even remotely possible in 2015 that a government agency like the DMV does not accept CREDIT CARDS?! It seems a little absurd that I can pay with...,2
"How every visit should be! Wow. I scheduled in advance, checked in via text, got there early, got my form from a kind person at the front, was able to ask sensitive questions and receive assistance without prejudice, received what I needed. Was done in 20 minutes. I appreciate that they honor scheduled folks first but still allow walk ins where there’s time. Also. All three people who helped me have really great smiles and especially beautiful eyes which also why I felt like leaving a Google review because I wasn’t going to say it in person. Stay gorgeous, Montpelier DMV! Keep shining.",5
"How every visit should be! Wow. I scheduled in advance, checked in via text, got there early, got my form from a kind person at the front, was able to ask sensitive questions and receive assistance without prejudice, received what I needed. Was done in 20 minutes. I appreciate that they honor scheduled folks first but still allow walk ins where there’s time. Also. All three people who helped me have really great smiles and especially beautiful eyes which also why I felt like leaving a Google review because I wasn’t going to say it in person. Stay gorgeous, Montpelier DMV! Keep shining.",5
How do you rate a government office where you pay your property taxes? I was one of those folks that waited until the last day to pay my taxes and opted to...,4
How dare y’all make people sit outside in the cold while you struggle to get your internet back up and don’t even bother trying to contact people who had appointments scheduled. Huge waste of my time and energy you should all really be ashamed of yourself.,1
How can you not get anyone on the phone at this agency?  Just when I thought NJ motor vehicles couldn’t get any worse. This agency absolutely sucks.,1
"How can one call it ""customer service"" when an employee makes NO EYE CONTACT while speaking?  

Pitiful!  

Maybe we should raise minimum wage again...",2
How can I schedule an appointment in online since all the dates were over booked. Can I visit them in person to take the test?,1
How can I gift send my car to family member in another state ? How I transfer the registration/ title to them ? While I here in NC and they in out of another state ?,5
Hours to get through to a person who then sends you on line where no matter what device I use I can't get into the site,1
"Hours online said they were open, Friday at 11am. Tried calling before paying a visit. No voicemail message to say they were closed. I needed a titled transferred quickly to avoid added fees. Drove in and paid to park just to find the office was closed without reason.",1
"Hours on the door said open till PM on Thursdays but not true
Really just another big letdown from the lying liberal governor",1
"Hours - 9 to 4 weekday only.  That's when most people work.  The one Saturday at month end doesn't really help.  Beyond that, they process the paperwork per state's guidelines- regardless if appropriate",3
Hour wait time to get inspected got there on Saturday 8:30 am,5
Hour and 1/2 wait not bad. I enjoy watching people coming and going passes the time,4
Hot garbage! Wrongfully suspended my driver's  license for a DUI offense that I didn't commit!,1
Hostile! The staff are very aggressive toward the patrons. I felt blessed to be prepared and out quickly. Some had to wait a long time. While waiting a gentleman was almost thrown out just for asking if he was standing in the correct area to be checked in. I will use a different location in the future.,1
Hostile! The staff are very aggressive toward the patrons. I felt blessed to be prepared and out quickly. Some had to wait a long time. While waiting a gentleman was almost thrown out just for asking if he was standing in the correct area to be checked in. I will use a different location in the future.,1
Hostile! The staff are very aggressive toward the patrons. I felt blessed to be prepared and out quickly. Some had to wait a long time. While waiting a gentleman was almost thrown out just for asking if he was standing in the correct area to be checked in. I will use a different location in the future.,1
Horribly run DMV for commercial drivers...be prepared to wait a long time...i missed a whole day of work here cuz of their screw up...typical for a state...,1
Horribly rude lady at the door she picks and chooses people to call in early and when I get my text it says go into lobby and when I enter she turns and...,1
Horrible. We came at 9:00am it is now 3:09pm and still have not been seeing. Just came for my daughter ID.,1
Horrible. Waited 2.5 hours outside. Another 45 min inside. Completely dysfunctional.,1
Horrible. They told my daughter when she came back a 2nd time for her driver test all she needed was 2 sheets of paper they already processed. So she shiws...,1
Horrible. My Mother went to the location in Huntington and has been waiting for her registration for two months now and they keep dodging her and giving her...,1
"Horrible. More concerned about getting lunch than customers. They made us go get another marriage license, becuase they said the one we had wasnt valid. The...",1
"Horrible, I would give it NO STARS if I could!  I took my 16 year old daughter here to get her 1st drivers license and it was a horrible experience!  If you...",1
"Horrible, feels like they legit don't wanna work on a wendsday.",1
"HORRIBLE, EXTREMELY HORRIBLE CUSTOMER SERVICE. They always have an attitude guaranteed, even when you’re buying a simple envelope. Whew chile, I don’t know how people do business there because it truly isn’t worth it.",1
"Horrible, absolutely horrible. I live in Helena, MT. I have requested a different  way to take care of my no insurance ticket they wouldn't help me with any other way. So I drive up to greatfalls to take care of my no insurance ticket which mind you I had insurance on my other car and spaced putting it on this one regardless yes I was in the wrong. Anyway I have emailed them multiple times trying to make arrangements to come up. I show up and their court hours are now at 9am instead of 10 am so they refuse to see me. Now I have to drive back to greatfalls to deal with this court issue and waste another day because they failed to mention court was at 9am instead of 10 am. Yet they have another court going on for the same things at 1030am this very day. The lady at the front desk said she sent times to arrive in the emails we have sent back and forth which is in-accurate and she also had an attitude while I was talking with her. The court system is a joke and trying to jump through their hoops is impossible. I wish anyone that comes here luck.",1
"Horrible, 1-2.5 hour wait everytime! Need more call reps! The reps were helpful though.",1
Horrible!!!terrible service!!! I was on the phone for about 40 minutes waiting !!Im a single mom with two infants and to be waiting on the phone line with two kids crying is exhausting and for this guy to tell me that “oh sorry you’re kids are screaming it’s hurting my ears”is just a low ball to your gut,1
Horrible!!  The system is obviously broken.  They are very slow!  Needs new management.,1
Horrible! My daughter went to take the written test for her permit. She had everything she needed but was told she had to take the defensive drives course first! Which is an option not a must have. But Mrs Natalie seems to think you do! Wasted my whole more to someone that doesn't know what there doing!,1
Horrible way to do business. Only one person attending the public while 4 others working on computers. Long line outside while the only employee was...,1
"Horrible wait times.  4 hours wait today.  Only 5 people working with at least 100 people waiting.  Plus no to poor cell service.  Bring a book, your lunch and beverages.  Only plus is it is air conditioned.  Rude employees too.",1
Horrible wait times here. Also drive through doesn't allow debit or credit only cash or check. Doesn't make any sense to me really should allow other forms...,1
"Horrible treatment from one of the employees at the desk. She was unnecessarily hostile (unprovoked!). I came in twice because the first time I was instructed to bring proper paperwork to obtain a license plate. Once I came back I was told that my paperwork wasn’t valid, but it was exactly what she asked for! I asked her what was needed to obtain a license plate. Another lady had to step in because she couldn’t find a solution herself. Extremely unprofessional service.",1
Horrible they would not acknowledge that  I was there to answer a question. No stars.,1
Horrible survives,1
Horrible services staff are rudeeee! Can't even check paper work correct when that is there job to do. Don't go here you'll regret it. Bad bad customer...,1
"Horrible service. I went in at 4:40 to renew my license and they said they don't take walk in at the end day. If that's the case, they should put that online. The reason why I went at that time because I was tracking the wait time and it seems like there wasn't any wait time during that hour. I understand they want to leave on time but come on. Have a little work ethic.",1
"Horrible service. Appointment only. U need to first check-in on your phone when I arrive but can only check in from 5 minutes b4 to after appointment time. Than was a line outside to check in person that took over 10 minutes by which time my confirmation # disappeared from my phone. There number system if whacked no order or any rationality. After 1hr30min asked if they skipped me they said they take care of it had 2 asked 2 more times b4 being seen. Than they couldn't find my vehicle info for duplicate title(only reason 4 being here) I was trying to get, only this 1 not none of my other vehicles. Left with nothing except over 2 hours of my time wasted. Wish I read the reviews b4 chosing this one but never had problem at this one b4. Avoid",1
"Horrible service. Always. Went to bring my son for a simple state ID. He's 18 so it's his first one and we tried to use legally binding paperwork for proof of residency and we're denied using it even though their main branch confirmed it was ok. Upon trying to talk to them about it we were cut off mid sentence to be informed that they would not allow it. Then they called the cops to inform us that we were rude and would have to leave if we kept having a bad attitude. We never had a bad attitude. While I understand their frustration with grumpy customers, we  did not deserve to be treated like that as we were not being confrontational in any way. We were not allowed to even explain that a supervisor from their main branch confirmed we could use our legally binding paperwork to confirm proof of adress before the cops were called because they said they didn't want to accept it and didn't have to. How sad that a worker took out her built up aggression on our family . On top of that when we were allowed to take a new number, the same worker came and took it and told us she was saving it for someone. Couldn't help but feeling like we were also racially profiled seeings how no one else was being treated in this way. I will be following up with main branch although I'm sure nothing will become of it. Typical behavior from the DMV workers.",1
"Horrible service. Always. Went to bring my son for a simple state ID. He's 18 so it's his first one and we tried to use legally binding paperwork for proof of residency and we're denied using it even though their main branch confirmed it was ok. Upon trying to talk to them about it we were cut off mid sentence to be informed that they would not allow it. Then they called the cops to inform us that we were rude and would have to leave if we kept having a bad attitude. We never had a bad attitude. While I understand their frustration with grumpy customers, we  did not deserve to be treated like that as we were not being confrontational in any way. We were not allowed to even explain that a supervisor from their main branch confirmed we could use our legally binding paperwork to confirm proof of adress before the cops were called because they said they didn't want to accept it and didn't have to. How sad that a worker took out her built up aggression on our family . On top of that when we were allowed to take a new number, the same worker came and took it and told us she was saving it for someone. Couldn't help but feeling like we were also racially profiled seeings how no one else was being treated in this way. I will be following up with main branch although I'm sure nothing will become of it. Typical behavior from the DMV workers.",1
